url,label,url_prob,dns_prob,whois_prob,ensemble_prob,verdict
https://fwerffecsax.live,legit,,,,0.2710985608047773,legit
https://ihb.ac.cn,legit,,,,0.09041904519838802,legit
https://sensordata.leakcontrol.de,legit,,,,0.3027825233289581,legit
https://qrco.de/bf7tjf,phishing,,,,0.7668064632683432,phishing
http://194.87.245.7:8080/001010101010010110101011101010101101010111010101/nwfaiehg4ewijfgriehgirehaughrarg.arm5,phishing,,,,0.7978452525310594,phishing
https://bafkreicwup5wmzimne3szyphzd4imrhu6ry6f4rpd7mnw43ulfp7eshscm.ipfs.dweb.link/,phishing,,,,0.6687054748715503,phishing
http://42.232.89.176:55714/bin.sh,phishing,,,,0.7978294768061132,phishing
https://careercentral.school.nz,legit,,,,0.33476125913866883,legit
https://rebrand.ly/205aa2,phishing,,,,0.8510101859516491,phishing
http://178.16.55.189/files/6323608369/zu6x5wj.exe,phishing,,,,0.7973767770642983,phishing
https://account-extrapulse.cfd,phishing,,,,0.38184411745237695,legit
https://m4qwe.j0-e-t.ru/lhsypnkion.sh,phishing,,,,0.7784338223473503,phishing
https://nka.gl,legit,,,,0.3541329218484353,legit
https://q-r.to/bfjz2m,phishing,,,,0.8383459317085614,phishing
https://neu-azsc-config.officeapps.live.com,legit,,,,0.4164080626757703,legit
https://espacio351.com/.tmb/,phishing,,,,0.6786133907422436,phishing
https://viderapi-cdn.thinkyeah.com,legit,,,,0.7245634104585795,phishing
https://bsblog.info,legit,,,,0.29987482520194786,legit
https://dirozadelemile.web.app/,phishing,,,,0.7149288984459489,phishing
https://austinl33.github.io/,phishing,,,,0.7639145526469749,phishing
https://taxi666.info,legit,,,,0.31093283867054344,legit
https://hirayama-museum.or.jp,legit,,,,0.1014652936007255,legit
https://nvidia1651665403.zendesk.com/access/unauthenticated?theme=hc,phishing,,,,0.5793528588245279,phishing
http://103.39.111.196/596a96cc7bf9108cd896f33c44aedc8a/db0fa4b8db0333367e9bda3ab68b8042.mips,phishing,,,,0.7977327149119077,phishing
https://wenzhulin.cn,legit,,,,0.2713737842857961,legit
http://prizmaambalaj.com/include.php?r=bd1odhrwczovl2rxcmridi5jb20v,phishing,,,,0.551326352390008,phishing
https://docs.google.com/presentation/d/e/2pacx-1vsx8zxnn_cff6jozkgadqvq7injxoyl459hfelpuflfc9xkkrlwtaxuejjvys-f31jbtjvwm8ay3zbr/pub?start=false&amp;loop=false&amp;delayms=3000,phishing,,,,0.5913532547543443,phishing
https://ecomarket.ru,legit,,,,0.10388624167572537,legit
https://www.plurance.com/exodus-wallet-clone-script,phishing,,,,0.22137323601941744,legit
https://int.vaicore.site,legit,,,,0.5600647046158118,phishing
http://42.239.235.8:47144/i,phishing,,,,0.7978431952253728,phishing
https://lnk.ink/cq7w9,phishing,,,,0.7286960972454101,phishing
https://silverpalaceinc.com,legit,,,,0.10815439739117114,legit
https://modulowinapp.com/teamviewer.zip,phishing,,,,0.7813260374739419,phishing
https://bayigram.com,legit,,,,0.34475776646007766,legit
https://bit.ly/4fu1ir7,phishing,,,,0.6156417810882949,phishing
https://inigemoy123.online,legit,,,,0.2761216138247593,legit
https://52ph1.com,legit,,,,0.2919713372996256,legit
http://42.224.66.41:53957/i,phishing,,,,0.7978421842928657,phishing
http://account.loqcloud.online/g.sh,phishing,,,,0.7750179304371537,phishing
https://log-pic.formaloo.co/4fd9nn,phishing,,,,0.7011318691385519,phishing
https://docs.google.com/presentation/d/e/2pacx-1vtync-cbehtfiu1aosq6vl-v1yp5zgcve98wdwyudau_2aj3jrlycgm0ak4l24u8icqk40amtwsjih-/pub?start=false&amp;loop=false&amp;delayms=3000,phishing,,,,0.59323130792219,phishing
http://139.59.247.208/windyloveyou/windy.x86,phishing,,,,0.7965038649321313,phishing
https://awsdns-cn-47.net,legit,,,,0.14477505139233718,legit
https://l.ead.me/bfkkqk,phishing,,,,0.8129963707093992,phishing
https://l.ead.me/bfnun2,phishing,,,,0.8461013325170589,phishing
https://effism.com,legit,,,,0.3528970573108559,legit
http://45.137.23.64/596a96cc7bf9108cd896f33c44aedc8a/db0fa4b8db0333367e9bda3ab68b8042.mips,phishing,,,,0.7976902614716513,phishing
https://ckb2b.com.cn,legit,,,,0.2806756858553498,legit
https://docs.google.com/presentation/d/e/2pacx-1vqhnw7bvbnacxmiflricybq0uvdor6z-q6cbak5ca8a3zvntpvesh8phmsznig0gprvbcreghfsnmhs/pub?start=false&loop=false&delayms=3000,phishing,,,,0.5897290954393469,phishing
https://l.ead.me/bfmqwy,phishing,,,,0.8295850973524698,phishing
https://qrco.de/bfnc19,phishing,,,,0.7678713978548907,phishing
http://115.56.157.59:57754/i,phishing,,,,0.7978291283397368,phishing
https://link-1763389531.allvaluelink.com/kwjiei,phishing,,,,0.7551622008017156,phishing
https://sites.google.com/view/nebulines/,phishing,,,,0.5755376426593294,phishing
https://aus.delve.office.com,legit,,,,0.3164922432695849,legit
https://docs.google.com/presentation/d/e/2pacx-1vqaoepjtlorh-danukdsa7taglklbieb056zkn8xq-og3h9dugkynrtblhwksyv1jg_od4rfcycukib/pub?start=true&amp;loop=true&amp;delayms=60000,phishing,,,,0.5906902805947992,phishing
https://szskynextech.com,legit,,,,0.2527420380011082,legit
https://businesspages-centerpolicy.pages.dev/,phishing,,,,0.6935851903725802,phishing
https://usaglad.com,legit,,,,0.2887984181950993,legit
https://anatt.bj,legit,,,,0.22767950829700406,legit
https://du89buildings.com,legit,,,,0.2560102342407726,legit
https://wallegend.net,legit,,,,0.14167400035780675,legit
http://180.115.157.111:33779/i,phishing,,,,0.7978356845599753,phishing
https://ftp.team.net,legit,,,,0.12414453820091746,legit
https://ch4pr04cu002.outbound.protection.outlook.com,legit,,,,0.5705765510152869,phishing
https://www.miricanvas.com/v/135ajqu,phishing,,,,0.19155945228046367,legit
https://sonar.fsaw1-15.fna.fbcdn.net,legit,,,,0.5890033424256658,phishing
https://solidaritetransport.fr,legit,,,,0.10643031901937414,legit
https://allbiomedical.com,legit,,,,0.21020864655366528,legit
https://nogginsandbinkles.com,legit,,,,0.13689440067663844,legit
https://roblox.com.ge/users/8650541121/profile,phishing,,,,0.7589248461265018,phishing
https://xvpfjdlp.r.us-east-1.awstrack.me,legit,,,,0.5052503069612289,phishing
https://docs.google.com/presentation/d/e/2pacx-1vq1j8hxqx71ocjztetfqjjdpgb3n3rxu1evvlmojdprfcxday8erq4pj9-8u_qizoob1sdzacwssnlz/pub?start=false&amp;loop=false&amp;delayms=3000,phishing,,,,0.5918462501448202,phishing
https://michael--kors.fr,legit,,,,0.21183215825122226,legit
https://v16cq13.com,legit,,,,0.2717790141131217,legit
https://sn-4avf-2vns.googlevideo.com,legit,,,,0.5661703377090866,phishing
http://95.106.210.22:45318/i,phishing,,,,0.7978404142437064,phishing
https://heritagecouncil.ie,legit,,,,0.11683736130823855,legit
https://billera.capital,legit,,,,0.2984113252636227,legit
https://afcv.co,legit,,,,0.22715503654070807,legit
https://hcg77117.live.dynatrace.com,legit,,,,0.615733042957363,phishing
https://bit.ly/3jk1rw6,phishing,,,,0.6157341604341924,phishing
https://docs.google.com/presentation/d/e/2pacx-1vq04katsrxiav9cjk4dq7ichglakbu7jaw3o5eajkodne-z1kzqqv8r-ei4prkyu8muaclia505xxte/pub?start=false&amp;loop=false&amp;delayms=3000,phishing,,,,0.5931245343619096,phishing
https://pub-20e6e1824eea40d88bf42d7fc5c530d4.r2.dev/voice-note.html,phishing,,,,0.7683745733991413,phishing
https://egl.phncdn.com.lds4.rncdn7.com,legit,,,,0.672028906802244,phishing
https://pub-e4a012d9691c4c53ab023eacf2db2601.r2.dev/google%20verification.html,phishing,,,,0.7683176218887063,phishing
https://share.hsforms.com/1wwygbow2riohjg74xhmy4qt9ala,phishing,,,,0.8184202885115736,phishing
https://linktr.ee/m1i2e3n4,phishing,,,,0.8419178034357886,phishing
https://media.fblq1-1.fna.whatsapp.net,legit,,,,0.6628492229288914,phishing
https://staplescenter.com,legit,,,,0.16496723599425145,legit
https://rds.sa-east-1.amazonaws.com,legit,,,,0.3210102654160634,legit
https://we-pod01-tel1-4wq1d.ext.trafficmanager.net,legit,,,,0.7930718212933633,phishing
https://activatejavascript.org,legit,,,,0.12538117735413157,legit
https://qrco.de/bffwco,phishing,,,,0.7661895265489865,phishing
https://pdft.ai,legit,,,,0.2277214292360929,legit
https://vieclam123.vn,legit,,,,0.301405995065866,legit
https://bit.ly/3abg1zt,phishing,,,,0.6156136764099726,phishing
https://stats-gw-tm.trafficmanager.net,legit,,,,0.4725789897143579,legit
https://ca.signfiles.com,legit,,,,0.3283390073291538,legit
