url,label,source
https://warptheme.com,legit,tranco/majestic/umbrella
https://www.flowcode.com/page/gafgabq,phishing,openphish/urlhaus/phishtank
https://compass.it,legit,tranco/majestic/umbrella
https://t.co/9q1ow2msyb,phishing,openphish/urlhaus/phishtank
https://shiseido.fr,legit,tranco/majestic/umbrella
https://expoocatoto.com,legit,tranco/majestic/umbrella
https://dsbnkingacc.weebly.com/,phishing,openphish/urlhaus/phishtank
https://liptontea.com,legit,tranco/majestic/umbrella
https://l.ead.me/bffzj4,phishing,openphish/urlhaus/phishtank
https://crescentlife.com,legit,tranco/majestic/umbrella
https://hl.oqtx.ru/sxw.check?t=jfwj1v65,phishing,openphish/urlhaus/phishtank
https://6o1s4z-dynamic-report-api.appsflyersdk.com,legit,tranco/majestic/umbrella
https://fordsgarageusa.com,legit,tranco/majestic/umbrella
https://www.dropbox.com/scl/fi/1lwccibppitmi23bhricr/your-monthly-bill-is-ready.paper?rlkey=60xe0skre5aqldcm62w8ibsw4&st=ldkbxzp8&dl=0,phishing,openphish/urlhaus/phishtank
https://acheminement-du-vendredi.com/as.php,phishing,openphish/urlhaus/phishtank
http://117.198.17.17:45394/bin.sh,phishing,openphish/urlhaus/phishtank
https://docs.google.com/presentation/d/e/2pacx-1vqjwmzups7af-7j0l9b__k8jb3lfxhdodg0jcllgefamavjlvjpmj-vcvenq8j5ys0thvpgxwvmeh_b/pub?start=false&amp;loop=false&amp;delayms=3000,phishing,openphish/urlhaus/phishtank
https://t.co/poqzcsbiai,phishing,openphish/urlhaus/phishtank
https://sunsetgrown365-my.sharepoint.com,legit,tranco/majestic/umbrella
https://fetish-matters.net,legit,tranco/majestic/umbrella
https://eu.jotform.com/app/251710963796366,phishing,openphish/urlhaus/phishtank
https://wtphosting.com,legit,tranco/majestic/umbrella
https://leicestercathedral.org,legit,tranco/majestic/umbrella
https://r4.sn-vgqsrnsy.c.2mdn.net,legit,tranco/majestic/umbrella
https://toymachine.com,legit,tranco/majestic/umbrella
https://page-project-information.surge.sh/pages/region.html,phishing,openphish/urlhaus/phishtank
https://medstarcloud.sharepoint.com,legit,tranco/majestic/umbrella
https://2fo1ul.share-eu1.hsforms.com/2lzye6exwtb-hdxf_vmkz2a,phishing,openphish/urlhaus/phishtank
https://crakenuslogz-14119b.webflow.io/,phishing,openphish/urlhaus/phishtank
http://5.181.180.38/596a96cc7bf9108cd896f33c44aedc8a/db0fa4b8db0333367e9bda3ab68b8042.x86,phishing,openphish/urlhaus/phishtank
https://sites.google.com/view/codigotw1deseguridadbanrural2z/p%c3%a1gina-principal,phishing,openphish/urlhaus/phishtank
http://177.70.102.228:8070/tmpftp/manifesta%c3%a7%c3%a3o/consulta/18296147000136/2021-10-13/info.zip,phishing,openphish/urlhaus/phishtank
http://183.81.33.194/aarch64,phishing,openphish/urlhaus/phishtank
https://get-coinbase-com.framer.ai/,phishing,openphish/urlhaus/phishtank
https://aws.mxeomber.com,legit,tranco/majestic/umbrella
https://www.particulierchequeenergie.com/,phishing,openphish/urlhaus/phishtank
https://backspindns.com,legit,tranco/majestic/umbrella
https://yesmarket.it,legit,tranco/majestic/umbrella
https://prod-cfgsvc-proxy-3c31c1a14fee981c.elb.us-east-1.amazonaws.com,legit,tranco/majestic/umbrella
https://docs.google.com/presentation/d/e/2pacx-1vrfs_uza0neesvp-4uphftzgrsq7vmhci1cfkl8c3n13-5__akcl9hvrg8h8te8koaapfokmkakcjcy/pub?start=false&amp;loop=false&amp;delayms=3000,phishing,openphish/urlhaus/phishtank
https://qrco.de/bfy0rq,phishing,openphish/urlhaus/phishtank
https://v2api-pzfp3yciwq-uc.a.run.app,legit,tranco/majestic/umbrella
https://docs.google.com/drawings/d/1l9ygx7spwl3d45yw0ssuy4ak80n7jfk8gyv6qwluucq,phishing,openphish/urlhaus/phishtank
https://peagesimpayes-vinci.com/as.php,phishing,openphish/urlhaus/phishtank
https://qr.me-qr.com,legit,tranco/majestic/umbrella
http://37.83.20.104/photo.scr,phishing,openphish/urlhaus/phishtank
https://docs.google.com/presentation/d/e/2pacx-1vqnqcd5wbkfbykeyrjgdkrr7sfuy1bc8ilwj2yyluwgvmza5ffxugaftvukt4dmredrciykshju5il7/pub?start=false&loop=false&delayms=3000&slide=id.p%3e,phishing,openphish/urlhaus/phishtank
https://dabopsik.firebaseapp.com/,phishing,openphish/urlhaus/phishtank
https://docs.google.com/presentation/d/e/2pacx-1vtg8v1jcdjimsc6vhjemgiqvepytjqpyyefoa5yi0fr_kyqovmornl4p5myf8fiihlrupgnug-gng0l/pub?start=false&amp;loop=false&amp;delayms=3000,phishing,openphish/urlhaus/phishtank
https://p120-keyvalueservice.icloud.com,legit,tranco/majestic/umbrella
https://tonalsoft.com,legit,tranco/majestic/umbrella
https://ee-error.web.app/,phishing,openphish/urlhaus/phishtank
https://pedmapieu04.northeurope.cloudapp.azure.com,legit,tranco/majestic/umbrella
http://154.12.87.44/a-r.m-5.snoopy,phishing,openphish/urlhaus/phishtank
http://avondaleestatestowing.com/?wx0498fuwr,phishing,openphish/urlhaus/phishtank
https://my.veteransunited.com,legit,tranco/majestic/umbrella
https://aqualeisure.com,legit,tranco/majestic/umbrella
https://xmpiecloud.com,legit,tranco/majestic/umbrella
https://horizonsmusic.co.uk,legit,tranco/majestic/umbrella
http://115.55.192.138:59642/i,phishing,openphish/urlhaus/phishtank
https://pllotto88win.com,legit,tranco/majestic/umbrella
https://docs.google.com/presentation/d/e/2pacx-1vt4thgsi7shd5bvlli_mcrq_mwlbwgk9f1nr6yeqnpkmas7qjbf7iwunrfryah-o7qmscubjsz56aks/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,phishing,openphish/urlhaus/phishtank
https://jencoinc.com,legit,tranco/majestic/umbrella
https://hot-f144-zvc.mdchat.me,legit,tranco/majestic/umbrella
https://www.lofmpx58.top,legit,tranco/majestic/umbrella
https://roaming1.live.com.akadns.net,legit,tranco/majestic/umbrella
http://125.45.56.22:36554/bin.sh,phishing,openphish/urlhaus/phishtank
https://smtp.lb.cwru.edu,legit,tranco/majestic/umbrella
http://222.134.174.140:38803/i,phishing,openphish/urlhaus/phishtank
https://mail.cyon.ch,legit,tranco/majestic/umbrella
https://firehousemusic.com,legit,tranco/majestic/umbrella
https://zelo-store.com/f-2/xz?nox=7236312335,phishing,openphish/urlhaus/phishtank
https://my.washingtongas.com,legit,tranco/majestic/umbrella
https://ispringmarket.ru,legit,tranco/majestic/umbrella
https://docs.google.com/presentation/d/e/2pacx-1vshssxfe0ophhgjrm8q0e9mviay5x5wcp8joschmnxzymfoqbyk0lzp1gomtuqjqh3sqoqw0blpttc3/pub?start=false&amp;loop=false&amp;delayms=3000&amp;pli=1&amp;slide=id.p,phishing,openphish/urlhaus/phishtank
https://us22.campaign-archive.com/?u=0e65b292c0ee6498f8c89edf7&id=a74e6577c5,phishing,openphish/urlhaus/phishtank
https://xyyyzs.cn,legit,tranco/majestic/umbrella
https://xfinitycentre.weebly.com/,phishing,openphish/urlhaus/phishtank
https://vided-s.firebaseapp.com/,phishing,openphish/urlhaus/phishtank
https://time.shf.uk.as44574.net,legit,tranco/majestic/umbrella
https://docs.google.com/presentation/d/e/2pacx-1vr2sq2ehtbr3vrnpwgonzn8a9fsuwuhulqwq0r2bqigx4ormdg9v3b1yura24o4hzoxu9tbjiuyb5hl/pub?start=false&loop=false&delayms=3000,phishing,openphish/urlhaus/phishtank
https://q-r.to/bfkln9,phishing,openphish/urlhaus/phishtank
https://myicomfort.com,legit,tranco/majestic/umbrella
https://managerdns.com,legit,tranco/majestic/umbrella
https://teachy.ai,legit,tranco/majestic/umbrella
https://tsurune.com,legit,tranco/majestic/umbrella
https://shsanle.com.cn,legit,tranco/majestic/umbrella
http://37.27.17.205/demodata.apk,phishing,openphish/urlhaus/phishtank
https://qrco.de/bgddaf,phishing,openphish/urlhaus/phishtank
https://id.adx.bid,legit,tranco/majestic/umbrella
https://tr.andymap.com,legit,tranco/majestic/umbrella
https://domesticfits.com,legit,tranco/majestic/umbrella
https://elementingstore.firebaseapp.com/,phishing,openphish/urlhaus/phishtank
https://docs.google.com/presentation/d/e/2pacx-1vtbrkslxpbwsa-d7tquvqudeqxrhabvdm6xhstcgqdcycxbhfbrr_uqbro0esa04i44tprkofq-du-m/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,phishing,openphish/urlhaus/phishtank
https://geegees.ca,legit,tranco/majestic/umbrella
https://weldingweb.com,legit,tranco/majestic/umbrella
