url,label,source,url_length,hostname_length,path_length,num_subdomains,num_dots,num_special_chars,num_digits,num_uppercase_chars,has_at_symbol,has_double_slash_redirect,has_dash_in_domain,is_ip_address,ip_category,has_encoded_chars,has_non_ascii_chars,url_entropy,hostname_entropy,digit_to_letter_ratio,domain_quality,tld_length,subdomain_entropy,subdomain_length,has_login_keyword,has_suspicious_words,has_brand_mismatch,file_type,is_file_download,is_script_file,is_shortened,num_fragments,num_query_params,num_directories,port,is_risky_port,protocol_mismatch,is_unknown_port,contains_hex_encoding,starts_with_https_but_contains_http,missing_hostname_flag,domain,has_A,num_A,has_AAAA,num_AAAA,has_MX,num_MX,has_NS,num_NS,has_TXT,num_TXT,has_CNAME,cname_chain_length,has_SOA,ttl_min,ttl_max,ttl_mean,ttl_var,mx_priority_min,mx_priority_max,num_distinct_ips,txt_entropy,has_SPF,has_DKIM,has_DMARC,has_wildcard_dns,dnssec_enabled,asn_list,asn_org_list,asn_country_list,cidr_list,error_type
https://google.com,legitimate,known_good,18,10,0,0,1,2,0,0,False,0,False,0,none,False,False,3.5724312513221195,2.646439344671016,0.0,normal,3,0.0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,google.com,1,6,1,4,1,1,1,4,1,12,0,0,1,300,300,300.0,0.0,10,10,10,4.5685196704959425,1,0,0,0,0,"['15169', '15169', '15169', '15169', '15169', '15169', '15169', '15169', '15169', '15169']","['GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US']","['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","['74.125.126.0/24', '2607:f8b0:4001::/48', '74.125.126.0/24', '2607:f8b0:4001::/48', '74.125.126.0/24', '2607:f8b0:4001::/48', '74.125.126.0/24', '74.125.126.0/24', '74.125.126.0/24', '2607:f8b0:4001::/48']",-1.0
http://78.132.30.66/sshd,phishing,urlhaus,24,12,5,0,3,3,9,0,False,0,False,1,public,False,False,3.772055208874201,2.8553885422075336,1.1249998593750177,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,-1,0,0,0,0,0,0,78.132.30.66,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,1,0.0,0,0,0,0,0,['8412'],"['TMA Magenta Telekom, AT']",['AT'],['78.132.0.0/17'],-1.0
https://www.google.com,legitimate,known_good,22,14,0,0,2,2,0,0,False,0,False,0,none,False,False,3.663532754804255,2.8423709931771084,0.0,normal,3,0.0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,www.google.com,1,6,1,4,0,0,0,0,0,0,0,0,0,300,300,300.0,0.0,-1,-1,10,0.0,0,0,0,0,0,"['15169', '15169', '15169', '15169', '15169', '15169', '15169', '15169', '15169', '15169']","['GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US']","['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","['2607:f8b0:4001::/48', '2607:f8b0:4001::/48', '74.125.202.0/24', '2607:f8b0:4001::/48', '2607:f8b0:4001::/48', '74.125.202.0/24', '74.125.202.0/24', '74.125.202.0/24', '74.125.202.0/24', '74.125.202.0/24']",-1.0
https://yutreswv-hgfdssdbhtg-76vvrvdx.web.app/,phishing,phishtank,46,37,1,1,2,3,2,0,False,0,False,0,none,False,False,4.284006521086277,4.195675662809303,0.0555555540123457,normal,3,3.9093680639438846,29,0,0,0,none,0,0,0,0,0,1,-1,0,0,0,0,0,0,yutreswv-hgfdssdbhtg-76vvrvdx.web.app,1,1,1,1,0,0,0,0,0,0,0,0,0,21600,21600,21600.0,0.0,-1,-1,2,0.0,0,0,0,1,0,"['54113', '54113']","['FASTLY, US', 'FASTLY, US']","['US', 'US']","['2620:0:890::/48', '199.36.158.0/24']",-1.0
https://google.com/about,legitimate,known_good,24,10,6,0,1,3,0,0,False,0,False,0,none,False,False,3.7720552088742,2.646439344671016,0.0,normal,3,0.0,0,0,0,0,none,0,0,0,0,0,1,-1,0,0,0,0,0,0,google.com,1,6,1,4,1,1,1,4,1,12,0,0,1,285,285,285.0,0.0,10,10,10,4.5685196704959425,1,0,0,0,0,"['15169', '15169', '15169', '15169', '15169', '15169', '15169', '15169', '15169', '15169']","['GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US']","['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","['74.125.126.0/24', '2607:f8b0:4001::/48', '74.125.126.0/24', '2607:f8b0:4001::/48', '74.125.126.0/24', '2607:f8b0:4001::/48', '74.125.126.0/24', '74.125.126.0/24', '74.125.126.0/24', '2607:f8b0:4001::/48']",-1.0
https://www.bing.com/ck/a?!&amp;&amp;p=9f27e678988810ed510f9fa2aee745aeabd4f0898dc0c2c7926f171b569ddc5eJmltdHM9MTc1MDk4MjQwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=090ea7ef-bfa7-66cf-02d5-b1f7befd6777&amp;u=a1aHR0cHM6Ly91bml0ZWQtYW1pZ29zLmNhL21lbWJlcnMv&amp;ntb=F&amp;XOSF90BUAXNVB=MVKI77LFFQBUV,phishing,phishtank,297,12,5,0,2,23,75,51,False,0,False,0,none,False,False,5.5106930660203375,3.0220552088742005,0.4098360633342292,normal,3,0.0,0,0,0,0,none,0,0,0,0,8,2,-1,0,0,0,0,0,0,www.bing.com,1,2,1,5,0,0,0,0,0,0,1,1,0,20,20,20.0,0.0,-1,-1,7,0.0,0,0,0,1,0,"['20940', '20940', '20940', '20940', '20940', '20940', '20940']","['AKAMAI-ASN1, NL', 'AKAMAI-ASN1, NL', 'AKAMAI-ASN1, NL', 'AKAMAI-ASN1, NL', 'AKAMAI-ASN1, NL', 'AKAMAI-ASN1, NL', 'AKAMAI-ASN1, NL']","['US', 'US', 'US', 'US', 'US', 'US', 'US']","['23.47.72.0/24', '2600:1407:3c00::/48', '2600:1407:3c00::/48', '23.47.72.0/24', '2600:1407:3c00::/48', '2600:1407:3c00::/48', '2600:1407:3c00::/48']",-1.0
https://google.com/contact,legitimate,known_good,26,10,8,0,1,3,0,0,False,0,False,0,none,False,False,3.6423714487439023,2.646439344671016,0.0,normal,3,0.0,0,0,0,0,none,0,0,0,0,0,1,-1,0,0,0,0,0,0,google.com,1,6,1,4,1,1,1,4,1,12,0,0,1,272,272,272.0,0.0,10,10,10,4.5685196704959425,1,0,0,0,0,"['15169', '15169', '15169', '15169', '15169', '15169', '15169', '15169', '15169', '15169']","['GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US']","['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","['74.125.126.0/24', '2607:f8b0:4001::/48', '74.125.126.0/24', '2607:f8b0:4001::/48', '74.125.126.0/24', '2607:f8b0:4001::/48', '74.125.126.0/24', '74.125.126.0/24', '74.125.126.0/24', '2607:f8b0:4001::/48']",-1.0
https://a85k99xb.mistysh1eld.ru/?apikey=VJUjWYklMnyNzcZn&activityId=779d1629-59f1-4b0f-bdb2-fc30c2db9b28&ocid,phishing,urlhaus,109,23,1,1,2,8,24,9,False,0,False,0,none,False,False,5.319674494967091,4.2626923908396215,0.3428571379591837,normal,2,2.75,8,0,0,0,none,0,0,0,0,2,1,-1,0,0,0,0,0,0,a85k99xb.mistysh1eld.ru,1,2,0,0,0,0,0,0,0,0,0,0,0,300,300,300.0,0.0,-1,-1,2,0.0,0,0,0,1,0,"['13335', '13335']","['CLOUDFLARENET, US', 'CLOUDFLARENET, US']","['US', 'US']","['104.21.64.0/20', '172.67.160.0/20']",-1.0
http://213.209.143.34/bins/arm,phishing,urlhaus,30,14,9,0,3,4,11,0,False,0,False,1,public,False,False,4.056564762130955,2.6995138503199656,0.9999999090909174,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,2,-1,0,0,0,0,0,0,213.209.143.34,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1.0,-1.0,-1,-1,1,0.0,0,0,0,0,0,['42821'],"['RAPIDNET-DE Haunstetter Str. 19, DE']",['DE'],['213.209.143.0/24'],-1.0
https://google.com/products,legitimate,known_good,27,10,9,0,1,3,0,0,False,0,False,0,none,False,False,3.81008102052173,2.646439344671016,0.0,normal,3,0.0,0,0,0,0,none,0,0,0,0,0,1,-1,0,0,0,0,0,0,google.com,1,6,1,4,1,1,1,4,1,12,0,0,1,264,264,264.0,0.0,10,10,10,4.5685196704959425,1,0,0,0,0,"['15169', '15169', '15169', '15169', '15169', '15169', '15169', '15169', '15169', '15169']","['GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US', 'GOOGLE, US']","['US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US', 'US']","['74.125.126.0/24', '2607:f8b0:4001::/48', '74.125.126.0/24', '2607:f8b0:4001::/48', '74.125.126.0/24', '2607:f8b0:4001::/48', '74.125.126.0/24', '74.125.126.0/24', '74.125.126.0/24', '2607:f8b0:4001::/48']",-1.0
