url,label,source,url_length,hostname_length,path_length,num_subdomains,num_dots,num_special_chars,num_digits,num_uppercase_chars,has_at_symbol,has_double_slash_redirect,has_dash_in_domain,is_ip_address,ip_category,has_encoded_chars,has_non_ascii_chars,url_entropy,hostname_entropy,digit_to_letter_ratio,domain_quality,tld_length,subdomain_entropy,subdomain_length,has_login_keyword,has_suspicious_words,has_brand_mismatch,file_type,is_file_download,is_script_file,is_shortened,num_fragments,num_query_params,num_directories,port,is_risky_port,protocol_mismatch,is_unknown_port,contains_hex_encoding,starts_with_https_but_contains_http,missing_hostname_flag,registrar,whois_server,creation_date,expiration_date,updated_date,domain_age_days,registration_length_days,status,registrant_country,has_privacy_protection,whois_success,error_msg
https://google.com,legitimate,known_good,18,10,0,0,1,2,0,0,False,0,False,0,none,False,False,3.5724312513221195,2.646439344671016,0.0,normal,3,0.0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,"MarkMonitor, Inc.",whois.markmonitor.com,1997-09-15 04:00:00,2028-09-14 04:00:00,2019-09-09 15:39:04,10331.0,11322.0,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited', 'serverTransferProhibited https://icann.org/epp#serverTransferProhibited', 'serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited', 'clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)', 'clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)', 'clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)', 'serverUpdateProhibited (https://www.icann.org/epp#serverUpdateProhibited)', 'serverTransferProhibited (https://www.icann.org/epp#serverTransferProhibited)', 'serverDeleteProhibited (https://www.icann.org/epp#serverDeleteProhibited)']",US,0,1,
http://78.132.30.66/sshd,phishing,urlhaus,24,12,5,0,3,3,9,0,False,0,False,1,public,False,False,3.772055208874201,2.8553885422075336,1.1249998593750177,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,-1,0,0,0,0,0,0,,,,,,,,,,0,0,WHOIS not applicable to IP address
https://www.google.com,legitimate,known_good,22,14,0,0,2,2,0,0,False,0,False,0,none,False,False,3.663532754804255,2.8423709931771084,0.0,normal,3,0.0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,"MarkMonitor, Inc.",whois.markmonitor.com,1997-09-15 04:00:00,2028-09-14 04:00:00,2019-09-09 15:39:04,10331.0,11322.0,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited', 'serverTransferProhibited https://icann.org/epp#serverTransferProhibited', 'serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited', 'clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)', 'clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)', 'clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)', 'serverUpdateProhibited (https://www.icann.org/epp#serverUpdateProhibited)', 'serverTransferProhibited (https://www.icann.org/epp#serverTransferProhibited)', 'serverDeleteProhibited (https://www.icann.org/epp#serverDeleteProhibited)']",US,0,1,
https://yutreswv-hgfdssdbhtg-76vvrvdx.web.app/,phishing,phishtank,46,37,1,1,2,3,2,0,False,0,False,0,none,False,False,4.284006521086277,4.195675662809303,0.0555555540123457,normal,3,3.9093680639438846,29,0,0,0,none,0,0,0,0,0,1,-1,0,0,0,0,0,0,,,,,,,,None,,0,1,
https://google.com/about,legitimate,known_good,24,10,6,0,1,3,0,0,False,0,False,0,none,False,False,3.7720552088742,2.646439344671016,0.0,normal,3,0.0,0,0,0,0,none,0,0,0,0,0,1,-1,0,0,0,0,0,0,"MarkMonitor, Inc.",whois.markmonitor.com,1997-09-15 04:00:00,2028-09-14 04:00:00,2019-09-09 15:39:04,10331.0,11322.0,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited', 'serverTransferProhibited https://icann.org/epp#serverTransferProhibited', 'serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited', 'clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)', 'clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)', 'clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)', 'serverUpdateProhibited (https://www.icann.org/epp#serverUpdateProhibited)', 'serverTransferProhibited (https://www.icann.org/epp#serverTransferProhibited)', 'serverDeleteProhibited (https://www.icann.org/epp#serverDeleteProhibited)']",US,0,1,
https://www.bing.com/ck/a?!&amp;&amp;p=9f27e678988810ed510f9fa2aee745aeabd4f0898dc0c2c7926f171b569ddc5eJmltdHM9MTc1MDk4MjQwMA&amp;ptn=3&amp;ver=2&amp;hsh=4&amp;fclid=090ea7ef-bfa7-66cf-02d5-b1f7befd6777&amp;u=a1aHR0cHM6Ly91bml0ZWQtYW1pZ29zLmNhL21lbWJlcnMv&amp;ntb=F&amp;XOSF90BUAXNVB=MVKI77LFFQBUV,phishing,phishtank,297,12,5,0,2,23,75,51,False,0,False,0,none,False,False,5.5106930660203375,3.0220552088742005,0.4098360633342292,normal,3,0.0,0,0,0,0,none,0,0,0,0,8,2,-1,0,0,0,0,0,0,"MarkMonitor, Inc.",whois.markmonitor.com,1996-01-29 05:00:00,2027-01-30 05:00:00,2025-12-29 13:16:27,10927.0,11324.0,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited', 'serverTransferProhibited https://icann.org/epp#serverTransferProhibited', 'serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited', 'clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)', 'clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)', 'clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)', 'serverUpdateProhibited (https://www.icann.org/epp#serverUpdateProhibited)', 'serverTransferProhibited (https://www.icann.org/epp#serverTransferProhibited)', 'serverDeleteProhibited (https://www.icann.org/epp#serverDeleteProhibited)']",US,0,1,
https://google.com/contact,legitimate,known_good,26,10,8,0,1,3,0,0,False,0,False,0,none,False,False,3.6423714487439023,2.646439344671016,0.0,normal,3,0.0,0,0,0,0,none,0,0,0,0,0,1,-1,0,0,0,0,0,0,"MarkMonitor, Inc.",whois.markmonitor.com,1997-09-15 04:00:00,2028-09-14 04:00:00,2019-09-09 15:39:04,10331.0,11322.0,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited', 'serverTransferProhibited https://icann.org/epp#serverTransferProhibited', 'serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited', 'clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)', 'clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)', 'clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)', 'serverUpdateProhibited (https://www.icann.org/epp#serverUpdateProhibited)', 'serverTransferProhibited (https://www.icann.org/epp#serverTransferProhibited)', 'serverDeleteProhibited (https://www.icann.org/epp#serverDeleteProhibited)']",US,0,1,
https://a85k99xb.mistysh1eld.ru/?apikey=VJUjWYklMnyNzcZn&activityId=779d1629-59f1-4b0f-bdb2-fc30c2db9b28&ocid,phishing,urlhaus,109,23,1,1,2,8,24,9,False,0,False,0,none,False,False,5.319674494967091,4.2626923908396215,0.3428571379591837,normal,2,2.75,8,0,0,0,none,0,0,0,0,2,1,-1,0,0,0,0,0,0,REGRU-RU,,2025-12-26 10:19:04,2026-12-26 10:19:04,,3.0,365.0,"REGISTERED, DELEGATED, VERIFIED",,0,1,
http://213.209.143.34/bins/arm,phishing,urlhaus,30,14,9,0,3,4,11,0,False,0,False,1,public,False,False,4.056564762130955,2.6995138503199656,0.9999999090909174,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,2,-1,0,0,0,0,0,0,,,,,,,,,,0,0,WHOIS not applicable to IP address
https://google.com/products,legitimate,known_good,27,10,9,0,1,3,0,0,False,0,False,0,none,False,False,3.81008102052173,2.646439344671016,0.0,normal,3,0.0,0,0,0,0,none,0,0,0,0,0,1,-1,0,0,0,0,0,0,"MarkMonitor, Inc.",whois.markmonitor.com,1997-09-15 04:00:00,2028-09-14 04:00:00,2019-09-09 15:39:04,10331.0,11322.0,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited', 'serverTransferProhibited https://icann.org/epp#serverTransferProhibited', 'serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited', 'clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)', 'clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)', 'clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)', 'serverUpdateProhibited (https://www.icann.org/epp#serverUpdateProhibited)', 'serverTransferProhibited (https://www.icann.org/epp#serverTransferProhibited)', 'serverDeleteProhibited (https://www.icann.org/epp#serverDeleteProhibited)']",US,0,1,
