url,label,pattern,source
chrome-extension://gighmmpiobklfepjocnamgkkbiglidom/popup.html,legitimate,chrome_extension,known_extensions
chrome-extension://gighmmpiobklfepjocnamgkkbiglidom/background.js,legitimate,chrome_extension,known_extensions
chrome-extension://gighmmpiobklfepjocnamgkkbiglidom/options.html,legitimate,chrome_extension,known_extensions
chrome-extension://gighmmpiobklfepjocnamgkkbiglidom/content.js,legitimate,chrome_extension,known_extensions
chrome-extension://cjpalhdlnbpafiamejdnhcphjbkeiagm/popup.html,legitimate,chrome_extension,known_extensions
chrome-extension://cjpalhdlnbpafiamejdnhcphjbkeiagm/background.js,legitimate,chrome_extension,known_extensions
chrome-extension://cjpalhdlnbpafiamejdnhcphjbkeiagm/options.html,legitimate,chrome_extension,known_extensions
chrome-extension://cjpalhdlnbpafiamejdnhcphjbkeiagm/content.js,legitimate,chrome_extension,known_extensions
chrome-extension://bmnlcjabgnpnenekpadlanbbkooimhnj/popup.html,legitimate,chrome_extension,known_extensions
chrome-extension://bmnlcjabgnpnenekpadlanbbkooimhnj/background.js,legitimate,chrome_extension,known_extensions
chrome-extension://bmnlcjabgnpnenekpadlanbbkooimhnj/options.html,legitimate,chrome_extension,known_extensions
chrome-extension://bmnlcjabgnpnenekpadlanbbkooimhnj/content.js,legitimate,chrome_extension,known_extensions
chrome-extension://hdokiejnpimakedhajhdlcegeplioahd/popup.html,legitimate,chrome_extension,known_extensions
chrome-extension://hdokiejnpimakedhajhdlcegeplioahd/background.js,legitimate,chrome_extension,known_extensions
chrome-extension://hdokiejnpimakedhajhdlcegeplioahd/options.html,legitimate,chrome_extension,known_extensions
chrome-extension://hdokiejnpimakedhajhdlcegeplioahd/content.js,legitimate,chrome_extension,known_extensions
chrome-extension://nngceckbapebfimnlniiiahkandclblb/popup.html,legitimate,chrome_extension,known_extensions
chrome-extension://nngceckbapebfimnlniiiahkandclblb/background.js,legitimate,chrome_extension,known_extensions
chrome-extension://nngceckbapebfimnlniiiahkandclblb/options.html,legitimate,chrome_extension,known_extensions
chrome-extension://nngceckbapebfimnlniiiahkandclblb/content.js,legitimate,chrome_extension,known_extensions
chrome-extension://aapbdbdomjkkjkaonfhkkikfgjllcleb/popup.html,legitimate,chrome_extension,known_extensions
chrome-extension://aapbdbdomjkkjkaonfhkkikfgjllcleb/background.js,legitimate,chrome_extension,known_extensions
chrome-extension://aapbdbdomjkkjkaonfhkkikfgjllcleb/options.html,legitimate,chrome_extension,known_extensions
chrome-extension://aapbdbdomjkkjkaonfhkkikfgjllcleb/content.js,legitimate,chrome_extension,known_extensions
chrome-extension://mmeijimgabbpbgpdklnllpncmdofkcpn/popup.html,legitimate,chrome_extension,known_extensions
chrome-extension://mmeijimgabbpbgpdklnllpncmdofkcpn/background.js,legitimate,chrome_extension,known_extensions
chrome-extension://mmeijimgabbpbgpdklnllpncmdofkcpn/options.html,legitimate,chrome_extension,known_extensions
chrome-extension://mmeijimgabbpbgpdklnllpncmdofkcpn/content.js,legitimate,chrome_extension,known_extensions
http://localhost:3000/api/users,legitimate,localhost_dev,dev_patterns
http://localhost:3000/api/users?id=123,legitimate,localhost_dev,dev_patterns
http://localhost:3000/api/posts,legitimate,localhost_dev,dev_patterns
http://localhost:3000/api/posts?id=123,legitimate,localhost_dev,dev_patterns
http://localhost:3000/dashboard,legitimate,localhost_dev,dev_patterns
http://localhost:3000/dashboard?id=123,legitimate,localhost_dev,dev_patterns
http://localhost:3000/login,legitimate,localhost_dev,dev_patterns
http://localhost:3000/login?id=123,legitimate,localhost_dev,dev_patterns
http://localhost:3000/admin,legitimate,localhost_dev,dev_patterns
http://localhost:3000/admin?id=123,legitimate,localhost_dev,dev_patterns
http://localhost:3001/graphql,legitimate,localhost_dev,dev_patterns
http://localhost:3001/graphql?id=123,legitimate,localhost_dev,dev_patterns
http://localhost:3001/api/v1,legitimate,localhost_dev,dev_patterns
http://localhost:3001/api/v1?id=123,legitimate,localhost_dev,dev_patterns
http://localhost:3001/docs,legitimate,localhost_dev,dev_patterns
http://localhost:3001/docs?id=123,legitimate,localhost_dev,dev_patterns
http://127.0.0.1:8000/admin,legitimate,localhost_dev,dev_patterns
http://127.0.0.1:8000/admin?id=123,legitimate,localhost_dev,dev_patterns
http://127.0.0.1:8000/api/users,legitimate,localhost_dev,dev_patterns
http://127.0.0.1:8000/api/users?id=123,legitimate,localhost_dev,dev_patterns
http://127.0.0.1:8000/accounts/login,legitimate,localhost_dev,dev_patterns
http://127.0.0.1:8000/accounts/login?id=123,legitimate,localhost_dev,dev_patterns
http://127.0.0.1:8000/api/v1/posts,legitimate,localhost_dev,dev_patterns
http://127.0.0.1:8000/api/v1/posts?id=123,legitimate,localhost_dev,dev_patterns
http://localhost:8000/admin/users,legitimate,localhost_dev,dev_patterns
http://localhost:8000/admin/users?id=123,legitimate,localhost_dev,dev_patterns
http://localhost:8000/api/products,legitimate,localhost_dev,dev_patterns
http://localhost:8000/api/products?id=123,legitimate,localhost_dev,dev_patterns
http://localhost:8000/dashboard,legitimate,localhost_dev,dev_patterns
http://localhost:8000/dashboard?id=123,legitimate,localhost_dev,dev_patterns
http://localhost:5000/api,legitimate,localhost_dev,dev_patterns
http://localhost:5000/api?id=123,legitimate,localhost_dev,dev_patterns
http://localhost:5000/auth/login,legitimate,localhost_dev,dev_patterns
http://localhost:5000/auth/login?id=123,legitimate,localhost_dev,dev_patterns
