url,label,source,url_length,hostname_length,path_length,num_subdomains,num_dots,num_special_chars,num_digits,num_uppercase_chars,has_at_symbol,has_double_slash_redirect,has_dash_in_domain,is_ip_address,ip_category,has_encoded_chars,has_non_ascii_chars,url_entropy,hostname_entropy,digit_to_letter_ratio,domain_quality,tld_length,subdomain_entropy,subdomain_length,has_login_keyword,has_suspicious_words,has_brand_mismatch,file_type,is_file_download,is_script_file,is_shortened,num_fragments,num_query_params,num_directories,port,is_risky_port,protocol_mismatch,is_unknown_port,contains_hex_encoding,starts_with_https_but_contains_http,missing_hostname_flag,registrar,whois_server,creation_date,expiration_date,updated_date,domain_age_days,registration_length_days,status,registrant_country,has_privacy_protection,whois_success,error_msg
https://google.com,legitimate,known_good,18,10,0,0,1,2,0,0,False,0,False,0,none,False,False,3.5724312513221195,2.646439344671016,0.0,normal,3,0.0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,"MarkMonitor, Inc.",whois.markmonitor.com,1997-09-15 04:00:00,2028-09-14 04:00:00,2019-09-09 15:39:04,10331.0,11322.0,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited', 'serverTransferProhibited https://icann.org/epp#serverTransferProhibited', 'serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited', 'clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)', 'clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)', 'clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)', 'serverUpdateProhibited (https://www.icann.org/epp#serverUpdateProhibited)', 'serverTransferProhibited (https://www.icann.org/epp#serverTransferProhibited)', 'serverDeleteProhibited (https://www.icann.org/epp#serverDeleteProhibited)']",US,0,1,
http://172.86.89.172/i686.SNOOPY,phishing,urlhaus,32,13,12,0,3,3,13,6,False,0,False,1,public,False,False,3.991729296672175,2.7192945256669794,1.1818180743801752,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,-1,0,0,0,0,0,0,,,,,,,,,,0,0,WHOIS not applicable to IP address
https://www.google.com,legitimate,known_good,22,14,0,0,2,2,0,0,False,0,False,0,none,False,False,3.663532754804255,2.8423709931771084,0.0,normal,3,0.0,0,0,0,0,none,0,0,0,0,0,0,-1,0,0,0,0,0,0,"MarkMonitor, Inc.",whois.markmonitor.com,1997-09-15 04:00:00,2028-09-14 04:00:00,2019-09-09 15:39:04,10331.0,11322.0,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited', 'serverTransferProhibited https://icann.org/epp#serverTransferProhibited', 'serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited', 'clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)', 'clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)', 'clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)', 'serverUpdateProhibited (https://www.icann.org/epp#serverUpdateProhibited)', 'serverTransferProhibited (https://www.icann.org/epp#serverTransferProhibited)', 'serverDeleteProhibited (https://www.icann.org/epp#serverDeleteProhibited)']",US,0,1,
https://frost.windshift.ru/v34f9r7e,phishing,urlhaus,35,18,9,1,2,3,4,0,False,0,False,0,none,False,False,4.185867302411999,3.5032583347756456,0.1599999936000002,normal,2,2.321928094887362,5,0,0,0,none,0,0,0,0,0,1,-1,0,0,0,0,0,0,REGRU-RU,,2025-12-03 13:14:45,2026-12-03 13:14:45,,26.0,365.0,"REGISTERED, DELEGATED, VERIFIED",,0,1,
https://google.com/about,legitimate,known_good,24,10,6,0,1,3,0,0,False,0,False,0,none,False,False,3.7720552088742,2.646439344671016,0.0,normal,3,0.0,0,0,0,0,none,0,0,0,0,0,1,-1,0,0,0,0,0,0,"MarkMonitor, Inc.",whois.markmonitor.com,1997-09-15 04:00:00,2028-09-14 04:00:00,2019-09-09 15:39:04,10331.0,11322.0,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited', 'serverTransferProhibited https://icann.org/epp#serverTransferProhibited', 'serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited', 'clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)', 'clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)', 'clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)', 'serverUpdateProhibited (https://www.icann.org/epp#serverUpdateProhibited)', 'serverTransferProhibited (https://www.icann.org/epp#serverTransferProhibited)', 'serverDeleteProhibited (https://www.icann.org/epp#serverDeleteProhibited)']",US,0,1,
http://213.209.143.64/bins/grandstream.sh,phishing,urlhaus,41,14,20,0,3,4,11,0,False,0,False,1,public,False,False,4.345118467927183,2.896291529045928,0.5238094988662143,no_tld,0,0.0,0,0,0,0,download,1,0,0,0,0,2,-1,0,0,0,0,0,0,,,,,,,,,,0,0,WHOIS not applicable to IP address
https://google.com/contact,legitimate,known_good,26,10,8,0,1,3,0,0,False,0,False,0,none,False,False,3.6423714487439023,2.646439344671016,0.0,normal,3,0.0,0,0,0,0,none,0,0,0,0,0,1,-1,0,0,0,0,0,0,"MarkMonitor, Inc.",whois.markmonitor.com,1997-09-15 04:00:00,2028-09-14 04:00:00,2019-09-09 15:39:04,10331.0,11322.0,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited', 'serverTransferProhibited https://icann.org/epp#serverTransferProhibited', 'serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited', 'clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)', 'clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)', 'clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)', 'serverUpdateProhibited (https://www.icann.org/epp#serverUpdateProhibited)', 'serverTransferProhibited (https://www.icann.org/epp#serverTransferProhibited)', 'serverDeleteProhibited (https://www.icann.org/epp#serverDeleteProhibited)']",US,0,1,
http://110.37.47.129:57021/i,phishing,urlhaus,28,13,2,0,3,3,15,0,False,0,False,1,public,False,False,3.726474118254376,2.815072410115944,2.99999940000012,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,57021,0,0,1,0,0,0,,,,,,,,,,0,0,WHOIS not applicable to IP address
http://61.53.157.202:51125/i,phishing,urlhaus,28,13,2,0,3,3,15,0,False,0,False,1,public,False,False,3.5836169753972325,2.873140679513133,2.99999940000012,no_tld,0,0.0,0,0,0,0,none,0,0,0,0,0,1,51125,0,0,1,0,0,0,,,,,,,,,,0,0,WHOIS not applicable to IP address
https://google.com/products,legitimate,known_good,27,10,9,0,1,3,0,0,False,0,False,0,none,False,False,3.81008102052173,2.646439344671016,0.0,normal,3,0.0,0,0,0,0,none,0,0,0,0,0,1,-1,0,0,0,0,0,0,"MarkMonitor, Inc.",whois.markmonitor.com,1997-09-15 04:00:00,2028-09-14 04:00:00,2019-09-09 15:39:04,10331.0,11322.0,"['clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited', 'clientTransferProhibited https://icann.org/epp#clientTransferProhibited', 'clientUpdateProhibited https://icann.org/epp#clientUpdateProhibited', 'serverDeleteProhibited https://icann.org/epp#serverDeleteProhibited', 'serverTransferProhibited https://icann.org/epp#serverTransferProhibited', 'serverUpdateProhibited https://icann.org/epp#serverUpdateProhibited', 'clientUpdateProhibited (https://www.icann.org/epp#clientUpdateProhibited)', 'clientTransferProhibited (https://www.icann.org/epp#clientTransferProhibited)', 'clientDeleteProhibited (https://www.icann.org/epp#clientDeleteProhibited)', 'serverUpdateProhibited (https://www.icann.org/epp#serverUpdateProhibited)', 'serverTransferProhibited (https://www.icann.org/epp#serverTransferProhibited)', 'serverDeleteProhibited (https://www.icann.org/epp#serverDeleteProhibited)']",US,0,1,
