url,label,collected_at
https://shortlink.st/8V-Ob7dw,phishing,2025-12-27T14:21:21.098108
https://roblox.com.ge/users/2392720665/profile,phishing,2025-12-27T14:21:21.098108
https://roblox.com.ly/users/2134549133/profile,phishing,2025-12-27T14:21:21.098108
https://gemniixilogiem.gitbook.io/us/,phishing,2025-12-27T14:21:21.098108
http://gemniixilogiem.gitbook.io/,phishing,2025-12-27T14:21:21.098108
http://vipshopp.top/,phishing,2025-12-27T14:21:21.098108
https://shortlink.st/39Q0u-mi,phishing,2025-12-27T14:21:21.098108
http://profit.tokyear.lol/,phishing,2025-12-27T14:21:21.098108
http://dibbss.com/,phishing,2025-12-27T14:21:21.098108
https://steamcomnmunity.com/cs2mirage,phishing,2025-12-27T14:21:21.098108
http://codovia.github.io/Dlithe-Day-10/,phishing,2025-12-27T14:21:21.098108
http://www.amazon-clone-jet-eight-44.vercel.app/,phishing,2025-12-27T14:21:21.098108
https://netflix-clone-6.vercel.app/,phishing,2025-12-27T14:21:21.098108
http://www.netflix-clone-6.vercel.app/,phishing,2025-12-27T14:21:21.098108
http://aayush4725.github.io/,phishing,2025-12-27T14:21:21.098108
http://www.learn-trezr-suite.vercel.app/,phishing,2025-12-27T14:21:21.098108
https://roblox.com.py/users/1097787448/profile,phishing,2025-12-27T14:21:21.098108
https://roblox.com.kz/users/428769438/profile,phishing,2025-12-27T14:21:21.098108
https://vipshopbb.top/,phishing,2025-12-27T14:21:21.098108
https://vipshopd.top/,phishing,2025-12-27T14:21:21.098108
http://pub-0d408fdc4b574beb883b626e994c7a3b.r2.dev/index.html,phishing,2025-12-27T14:21:21.098108
http://rbfcu-star.azurewebsites.net/(S(r4sictdvvgopfm2subv44fw2))/Main/Login,phishing,2025-12-27T14:21:21.098108
http://mijndomein-renewal.honoringtheirmemory.com/Y5ewYy/JKMHmoOqcamcjBJmGmKAfWCrKmwKUWnY9vGGHlN3Pzc5Q7upAyjB8fzwb0OdU9v5cxvPtmGA,phishing,2025-12-27T14:21:21.098108
https://mijndomein-renewal.honoringtheirmemory.com/2Ru8iI/GjWu7V3BK1w0knS7Br11P5Ip63Y2DbZQfa5t6vbRzVQOVKpxMtDuRanlcsxQP32MiHFePQod/,phishing,2025-12-27T14:21:21.098108
https://mijndomein-renewal.honoringtheirmemory.com/KxWLKM/bJR1VS9KFXL25SmCEpQ1YYcoD5oahJL1vkWlK74E4YC53fO8PuV6DzicbyTBe9LPeBcRDlue/,phishing,2025-12-27T14:21:21.098108
https://vsicsprem68-crypto.github.io/amazon-ui-clone/,phishing,2025-12-27T14:21:21.098108
https://vinay28rathore-hue.github.io/Amazon-/,phishing,2025-12-27T14:21:21.098108
https://basuri01.github.io/Amazon-Clone/,phishing,2025-12-27T14:21:21.098108
http://loyssm.com/,phishing,2025-12-27T14:21:21.098108
https://shruman07.github.io/NETFLIX-CLONE/,phishing,2025-12-27T14:21:21.098108
https://phpstack-1567785-6099059.cloudwaysapps.com/index.html,phishing,2025-12-27T14:21:21.098108
https://mijndomein-renewal.honoringtheirmemory.com/OgTzu7/lwnNxpSvuBQCuCDO0Jyt8HGzuaSMioMGbfJ6aHq1JAjy6JrmXI9G43IDjv5gMvO8k3g3uthf/,phishing,2025-12-27T14:21:21.098108
http://nano888.in/,phishing,2025-12-27T14:21:21.098108
http://centre-backup-process-us.vercel.app/,phishing,2025-12-27T14:21:21.098108
https://airbnb-clone-omega-gules.vercel.app/,phishing,2025-12-27T14:21:21.098108
http://www.airbnb-clone-omega-gules.vercel.app/,phishing,2025-12-27T14:21:21.098108
https://shortlink.st/GS-6NXig,phishing,2025-12-27T14:21:21.098108
https://mijndomein-renewal.honoringtheirmemory.com/xa0Klw/CiCQr7LnAtkDG02yZAdq3IhDPzWafYcH9dtjgtrE7nBQz9PAB2Tuj6zhvxDRBzSnCTeEdTsM/,phishing,2025-12-27T14:21:21.098108
https://hltpps-roblox.com/login?returnUrl=51937367,phishing,2025-12-27T14:21:21.098108
https://www.roblox.tc/games/87480491698501/Xayezi-Hangout-Vibe-Place-Mic-up?privateServerLinkCode=23314189966922803139351524206900,phishing,2025-12-27T14:21:21.098108
http://www.ynabioueconus-meriescs-experinces-t.vercel.app/,phishing,2025-12-27T14:21:21.098108
https://pinbo97.com/,phishing,2025-12-27T14:21:21.098108
http://www.solid-potato-gamma.vercel.app/,phishing,2025-12-27T14:21:21.098108
http://pub-40ea7438bede4d77bad8f6c9675b1885.r2.dev/index.html,phishing,2025-12-27T14:21:21.098108
http://usps-wa-dev-gedsgvf9gad3g5bp.eastus-01.azurewebsites.net/,phishing,2025-12-27T14:21:21.098108
https://52d.d17.myftpupload.com/mycss/k.html,phishing,2025-12-27T14:21:21.098108
http://green01.mzlcpsm.eu.org/,phishing,2025-12-27T14:21:21.098108
https://mijndomein-renewal.honoringtheirmemory.com/8YjQJX/Z1CD6kjT0JvMqI9wV8eYeNE03AUuWnwDNTiZcAnxjYANrq6hdLzmOH34FH2W1L4Ya1EF7dao/,phishing,2025-12-27T14:21:21.098108
https://godprox.cc/go/03d4z2/03b4,phishing,2025-12-27T14:21:21.098108
https://mijndomein-renewal.honoringtheirmemory.com/Ugp2BH/gRHvfuTqArNbqG5TXsIEDh7dMJcIxRUFCoSw1wO7mC6fwp1WzTMCP9X0MekpW6XJh6ha7kwc/,phishing,2025-12-27T14:21:21.098108
https://mijndomein-renewal.honoringtheirmemory.com/utzYvp/fLzLprxV3KsOqqB9aMRDHeNn7rXCCyWA0Vl5yq21xYH3918rSpuJUanu8ENVZqcodkFG1wPh/,phishing,2025-12-27T14:21:21.098108
https://mijndomein-renewal.honoringtheirmemory.com/Yhjbp6/PT1gfH1JYCRlnDKJ8aud77aqSAK4lPiukt72HX4nOzGK9lunbomdP4juJtsomkrtddDdIG8r/,phishing,2025-12-27T14:21:21.098108
http://landjugend-beckum.de/6/6/3/login.php,phishing,2025-12-27T14:21:21.098108
http://ipfs.io/ipfs/bafkreiffddvbp6disumwe2eocy4hbz3dmzh6crxydvogx5l7xvrxtsgp6m,phishing,2025-12-27T14:21:21.098108
http://www.195909.com/,phishing,2025-12-27T14:21:21.098108
http://www.195975.com/,phishing,2025-12-27T14:21:21.098108
http://www.195927.com/,phishing,2025-12-27T14:21:21.098108
http://www.195143.com/,phishing,2025-12-27T14:21:21.098108
http://www.195973.com/,phishing,2025-12-27T14:21:21.098108
https://2442cyber.github.io/instagram/forgot-password.html,phishing,2025-12-27T14:21:21.098108
https://2442cyber.github.io/instagram/signup.html,phishing,2025-12-27T14:21:21.098108
https://we2transfer-9iyd.vercel.app/,phishing,2025-12-27T14:21:21.098108
http://www.we2transfer-9iyd.vercel.app/,phishing,2025-12-27T14:21:21.098108
http://195926.com/,phishing,2025-12-27T14:21:21.098108
http://195867.com/,phishing,2025-12-27T14:21:21.098108
https://mslayananindo.formzresm1.biz.id/,phishing,2025-12-27T14:21:21.098108
